"Ingredients","Generated Recipe"
"[""ground sausage"", ""noodles"", ""rosemary"", ""basil"", ""cayenne pepper"", ""sage"", ""oregano"", ""bell pepper"", ""onion"", ""watch"", ""mozzarella cheese""]","Sausage and Rosemary Noodle Bake
Ingredients:
- 8 ounces ground sausage
- 8 ounces noodles
- 2 tablespoons rosemary, chopped
- 1 tablespoon basil, chopped
- 1 teaspoon cayenne pepper
- 1 teaspoon sage
- 1 teaspoon oregano
- 1 teaspoon bell pepper, diced
- 1/2 cup onion, diced
- 2 tablespoons butter
- 1 cup water
- 1/2 cup mozzarella cheese

Instructions:

1. Preheat oven to 350°F.

2. In a large skillet over medium-high heat, cook the sausage until browned and cooked through. Remove from heat and set aside.

3. Bring a pot of salted water to a boil and cook the noodles according to package instructions. Drain and set aside.

4. In a large bowl, combine the cooked sausage, noodles, rosemary, basil, cayenne pepper, sage, oregano, bell pepper, onion, butter, and water. Mix until everything is well combined.

5. Transfer the mixture to a 9x13 inch baking dish. Sprinkle the mozzarella cheese over the top.

6. Bake in preheated oven for 30 minutes, or until golden brown and bubbly. Enjoy!"
"[""mushrooms"", ""butter"", ""basil"", ""salt"", ""whipping cream"", ""Parmesan cheese"", ""tomatoes""]","Mushroom, Butter, Basil, Salt, Whipping Cream, Parmesan Cheese, and Tomatoes Tart

Ingredients:

- 2 tablespoons butter
- 500g mushrooms, sliced
- pinch of salt 
- 2 cloves garlic, minced
- 2 tablespoons fresh basil, chopped
- ¾ cup whipping cream
- ½ cup freshly grated Parmesan cheese
- 2 tomatoes, sliced

Instructions:

1. Preheat oven to 375°F (190°C).

2. Heat the butter in a large skillet over medium heat. Add the sliced mushrooms and season with a pinch of salt. Cook for 5-7 minutes, stirring occasionally until the mushrooms are softened. 

3. Add the garlic and basil and cook for 1 minute. Remove from heat and set aside.

4. Grease a 9-inch tart pan and place on a baking sheet.

5. Spread the mushrooms into the bottom of the tart pan. Pour the whipping cream over top and spread the Parmesan cheese evenly over the mushrooms. Arrange the tomato slices on top.

6. Bake for 25-30 minutes until lightly golden. Allow to cool before slicing and serving. Enjoy!"
"[""wieners"", ""bottles""]","Weiner and Bottle Salad
Ingredients:
- 2 packages of wieners, cut into thin slices
- 4 bottles of your favorite salad dressing 
- 1 head of lettuce, chopped
- 2 tomatoes, diced
- 1 red onion, minced
- 1 cup of shredded cheese

Instructions:
1. In a large bowl, mix the sliced wieners with the salad dressing.
2. Add the lettuce, tomatoes, red onion, and shredded cheese to the bowl.
3. Mix everything together until ingredients are evenly coated with the dressing.
4. Serve immediately in individual bowls. Enjoy!"
"[""green pepper"", ""onion"", ""garlic"", ""oil"", ""tomatoes"", ""kidney beans"", ""pinto beans"", ""whole kernel corn"", ""water"", ""long grain rice"", ""chili powder"", ""ground cumin""]","Green Pepper and Onion Vegetable Stir Fry

Ingredients:

- 1/2 green pepper, chopped
- 1/2 onion, chopped
- 2 cloves garlic, minced
- 2 tbsp oil
- 1/2 cup diced tomatoes
- 1/2 cup cooked kidney beans
- 1/2 cup cooked pinto beans
- 1/2 cup whole kernel corn
- 1/2 cup water
- 1/2 cup long grain rice
- 1/2 tsp chili powder
- 1/2 tsp ground cumin

Instructions:

1. Heat oil in a large skillet over medium heat.

2. Add the green pepper and onion, and cook for 5 minutes or until vegetables are softened.

3. Add the garlic and cook for 1 minute.

4. Add the tomatoes, kidney beans, pinto beans, corn, water, and rice, and stir to combine.

5. Reduce heat to low, cover, and simmer for 20 minutes or until the liquid is absorbed.

6. Uncover and add the chili powder and cumin, and stir to combine.

7. Taste and adjust seasoning if needed.

8. Serve hot. Enjoy!"
"[""chocolate cake mix"", ""containers"", ""Kahlua liqueur""]","Chocolate Cake Mix Kahlua Liquer Cake
Ingredients: 
- 1 container of chocolate cake mix
- 1/2 cup Kahlua liquer
- 2 eggs
- 1/3 cup vegetable oil
- 2/3 cup milk

Instructions:
Preheat oven to 350°F. Grease and flour two 9-inch round cake pans.
In a large bowl, stir together the cake mix, Kahlua liquer, eggs, oil, and milk until well blended. Pour the batter into the prepared cake pans.
Bake for 30 minutes or until a toothpick inserted into the center comes out clean. Allow to cool completely before serving. Enjoy!"
"[""corn"", ""salt"", ""sunflower oil"", ""tarragon"", ""shrimp"", ""pickled jalapeno"", ""red onion"", ""short cucumber"", ""creme fraiche"", ""lemon"", ""scallions"", ""mint"", ""cilantro""]","Shrimp and Corn Salad with Pickled Jalapeno, Red Onion, Short Cucumber, Cream Fraiche, and Lemon Vinaigrette

Ingredients:

- 2 cups corn kernels, cooked
- 1/2 pound cooked shrimp
- 1/4 cup pickled jalapenos
- 1/4 cup red onion, finely diced
- 1/4 cup short cucumbers, diced
- 1/4 cup cream fraiche
- 2 tablespoons fresh lemon juice
- 1 tablespoon tarragon, chopped
- 1 teaspoon scallions, chopped
- 1 teaspoon mint, chopped
- 1 teaspoon cilantro, chopped
- 2 tablespoons sunflower oil
- 1/4 teaspoon salt
- 1/4 teaspoon freshly cracked black pepper

Instructions:

1. In a medium bowl, combine the corn, shrimp, jalapenos, red onion, cucumber, cream fraiche, tarragon, scallions, mint, and cilantro.

2. In a separate small bowl, whisk together the lemon juice, sunflower oil, salt, and pepper to make the vinaigrette.

3. Pour the vinaigrette over the salad and toss to combine.

4. Serve chilled or at room temperature."
"[""steak"", ""onions"", ""tomatoes"", ""clove garlic"", ""green bell peppers"", ""soy sauce"", ""sugar""]","Steak and Onion Stir-Fry
Ingredients: 
- 2 steaks, cubed
- 2 onions, diced
- 2 tomatoes, diced
- 1 clove garlic, minced
- 2 green bell peppers, sliced
- 4 tablespoons soy sauce
- 2 teaspoons sugar

Instructions: 
1. In a large skillet, heat some oil over medium heat. 
2. Add the steak cubes and cook until browned on all sides. 
3. Add the onions, tomatoes, garlic, and bell peppers and cook for a few minutes, stirring occasionally. 
4. Add the soy sauce and sugar, stirring to combine. 
5. Cook for a few more minutes until the vegetables are tender. 
6. Serve over rice or noodles and enjoy!"
"[""heavy"", ""honey"", ""graham cracker"", ""honeydew melon"", ""cantaloupe"", ""strawberries"", ""currant jelly""]","Honeydew Melon Graham Cracker Parfait
Ingredients:
- 1/4 cup heavy honey
- 1/4 cup graham cracker crumbs
- 1/2 cup honeydew melon, diced
- 1/2 cup cantaloupe, diced
- 1/4 cup strawberries, sliced
- 2 tablespoons currant jelly

Instructions:
1. In a small bowl, combine graham cracker crumbs with heavy honey until moist and combined.
2. Layer the honeydew melon, cantaloupe, strawberries, and currant jelly in 4 parfait glasses.
3. Divide the graham cracker mixture between the 4 glasses, sprinkling it over the top of each layer.
4. Serve the parfaits chilled and enjoy!"
"[""white flour"", ""whole wheat pastry flour"", ""baking powder"", ""salt"", ""brown sugar"", ""fresh chives"", ""fresh parsley"", ""thyme"", ""cheddar cheese"", ""egg"", ""milk""]","Whole Wheat Pastry Pie with Chives, Parsley and Thyme

Ingredients:

- 2 cups white flour
- 2 cups whole wheat pastry flour
- 1 teaspoon baking powder
- 1 teaspoon salt
- 2 tablespoons brown sugar
- 2 tablespoons fresh chives, finely chopped
- 2 tablespoons fresh parsley, finely chopped
- 1 tablespoon thyme, finely chopped
- 1 cup cheddar cheese, grated
- 1 egg
- ¼ cup milk

Instructions:

1. Preheat oven to 375°F.

2. In a large bowl, combine the white flour, whole wheat pastry flour, baking powder, salt and brown sugar.

3. Add the chives, parsley, thyme and cheddar cheese, stirring to combine.

4. Make a well in the center of the dry ingredients, then add the egg and milk. Stir until just combined.

5. Turn out the dough onto a lightly floured surface and knead for about 5 minutes, until it’s smooth and pliable.

6. Grease a 9-inch pie plate and press the dough evenly into it.

7. Bake for 25 to 30 minutes, or until golden brown.

8. Serve warm with a dollop of butter. Enjoy!"
"[""bread slices"", ""dill pickle"", ""Swiss"", ""mein noodles""]","Dill Pickle Swiss Mein Noodles

Ingredients: 
- 6 slices of bread
- 1 jar of dill pickles, chopped
- 4 ounces of Swiss cheese, shredded
- 2 cups mein noodles, cooked according to package directions

Instructions: 
1. Preheat oven to 350°F.
2. Toast the slices of bread in the oven for 10 minutes.
3. In a medium bowl, combine the chopped dill pickles and shredded Swiss cheese.
4. Remove the toasted bread from the oven, and top with the dill pickle and Swiss cheese mixture.
5. Bake in preheated oven for 15 minutes.
6. Meanwhile, cook the mein noodles according to package directions.
7. Once the bread is done baking, remove from the oven and top with the cooked mein noodles.
8. Serve immediately and enjoy!"
"[""bibb lettuce"", ""chives"", ""bacon"", ""franks"", ""vinegar"", ""garlic"", ""sugar"", ""salt"", ""pepper"", ""dry mustard""]","BLT Chive Bacon Franks:
Ingredients:
-8 slices of bacon
-4 large lettuce leaves, washed and dried
-1/4 cup finely chopped chives
-2 tablespoons of Franks hot sauce
-2 teaspoons of vinegar
-2 cloves of garlic, minced
-2 teaspoons of sugar
-1 teaspoon of salt
-1/4 teaspoon of pepper
-1/4 teaspoon of dry mustard

Instructions:
1. Preheat oven to 350 degrees F.
2. Line a baking sheet with foil.
3. Place the bacon slices on the prepared baking sheet and bake in preheated oven until cooked through, about 20 minutes. Remove from oven and let cool.
4. In a small bowl, mix together the chives, Franks hot sauce, vinegar, garlic, sugar, salt and pepper.
5. To assemble the BLT Chive Bacon Franks, layer a lettuce leaf on the bottom of each plate, followed by 2 slices of bacon, then a generous spoonful of the chive mixture. Repeat for all plates. 
6. Drizzle remaining chive mixture and a sprinkle of dry mustard over each BLT. Serve immediately."
"[""ground beef"", ""onion"", ""olive oil"", ""pinto beans"", ""garbanzo beans"", ""black beans"", ""red beans"", ""tomatoes"", ""corn"", ""taco seasoning"", ""ranch seasoning"", ""cheddar cheese""]","Taco-Style Ground Beef Chili
Ingredients: 
-1 lb ground beef 
-1 onion, diced 
-2 cloves of garlic, minced 
-2 tablespoons olive oil 
-1 can pinto beans 
-1 can garbanzo beans 
-1 can black beans 
-1 can red beans 
-1 can diced tomatoes 
-1/2 cup corn 
-1 tablespoon taco seasoning 
-1 tablespoon ranch seasoning 
-1 cup shredded cheddar cheese 

Instructions:
1. In a large pot, heat the olive oil over medium heat until shimmering.
2. Add the onion and garlic and cook until softened, about 3 minutes.
3. Add the ground beef and cook until no longer pink, about 5 minutes.
4. Add the beans, tomatoes, corn, taco seasoning, and ranch seasoning and stir to combine.
5. Reduce heat to low and simmer for 15 minutes.
6. Serve chili in individual bowls with shredded cheddar cheese on top. Enjoy!"
"[""beans"", ""hamburger"", ""taco seasoning mix"", ""taco sauce"", ""sour cream"", ""Cheddar cheese"", ""Mozzarella cheese""]","Black Bean, Ham Burger, and Cheese Tacos

Ingredients:

- 1 can black beans, drained and rinsed
- 2 hamburger patties, cooked
- 2 tablespoons taco seasoning mix
- 2 tablespoons taco sauce
- 2 tablespoons sour cream
- 1/4 cup shredded Cheddar cheese
- 1/4 cup shredded Mozzarella cheese

Directions:

1. Preheat oven to 375°F.

2. In a medium bowl, combine the black beans, hamburger patties, taco seasoning mix, and taco sauce. Mix until everything is evenly combined.

3. Grease an 8x8 inch baking dish or line it with parchment paper.

4. Spread the bean mixture evenly on the bottom of the baking dish.

5. Dollop small spoonfuls of sour cream over the top of the bean mixture.

6. Sprinkle the Cheddar and Mozzarella cheeses over the top of the sour cream.

7. Bake in preheated oven for 25 minutes, or until the cheese is melted and bubbly.

8. Serve warm with your favorite toppings. Enjoy!"
"[""vegetable oil"", ""skinless"", ""salt"", ""freshly ground black pepper"", ""onion"", ""saffron threads"", ""garlic"", ""tomato juice"", ""dates"", ""water"", ""long-grain rice"", ""green onions"", ""Lemon wedges""]","Vegetable-Oil Poached Skinless Salmon with Saffron, Black Pepper, Onions, Garlic, Tomato Juice, Dates, Water, Long-Grain Rice, Green Onions and Lemon Wedges

Ingredients

- 2 skinless salmon fillets
- 2 tablespoons vegetable oil
- 1 teaspoon saffron threads
- 1/2 teaspoon freshly ground black pepper
- 1 onion, chopped
- 3 cloves garlic, minced
- 1/2 cup tomato juice
- 4 dates, pitted and chopped
- 1/4 cup water
- 1 cup long-grain rice
- 2 green onions, thinly sliced
- 2 lemon wedges

Instructions

1. Heat the vegetable oil in a large skillet over medium-high heat until shimmering.

2. Add the salmon fillets to the skillet and cook for 2 minutes per side.

3. Reduce heat to low and add the saffron threads, black pepper, onion, garlic, tomato juice, dates, and water to the pan.

4. Cover the pan and simmer for 10 minutes.

5. Uncover the pan and stir in the long-grain rice.

6. Cover the pan again and simmer for 20 minutes, or until the rice is tender and cooked through.

7. Serve the poached salmon with the rice, garnished with green onions and lemon wedges. Enjoy!"
"[""green chilies"", ""onions"", ""tomatoes"", ""avocados"", ""salt"", ""mayonnaise""]","Green Chili and Avocado Tacos:

Ingredients:
- 2 green chilies, diced 
- 1 onion, diced
- 2 tomatoes, diced
- 2 avocados, peeled and cubed
- Salt to taste
- 2 tablespoons of mayonnaise
- 2-3 tablespoons of vegetable oil
- Corn tortillas

Instructions:
1. Heat the oil in a large skillet over medium-high heat.
2. Add the diced onion and green chilies and cook for about 5 minutes, stirring often.
3. Add the diced tomatoes and salt to taste and continue cooking for another 5 minutes.
4. Reduce the heat to low and stir in the cubed avocado and mayonnaise.
5. Cook until the avocado is warmed through, about 3 minutes more.
6. Heat a separate skillet over medium-high heat and add the corn tortillas one at a time.
7. Cook each side for about a minute.
8. Serve the green chili and avocado mixture on the warm tortillas. Enjoy!"
"[""chicken"", ""garlic"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil"", ""celery"", ""onion"", ""quarters"", ""carrot"", ""orange juice"", ""water"", ""potatoes"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil""]","Garlic Paprika Chicken

Ingredients:

- 2 chicken breasts
- 2 cloves of garlic, minced
- 1 teaspoon paprika
- 1/2 teaspoon tumeric
- 1/4 teaspoon koscher salt
- 1/4 teaspoon black pepper
- 2 tablespoons olive oil
- 2 stalks celery, diced
- 1 small onion, diced
- 4 baby carrots, sliced
- 1/4 cup orange juice
- 1/4 cup water
- 1/2 cup potatoes, cubed
- 1 tablespoon Paprika
- 1/2 teaspoon tumeric
- 1/4 teaspoon koscher salt
- 1/4 teaspoon black pepper
- 2 tablespoons olive oil

Instructions:
1. Preheat oven to 375 degrees F.
2. In a large bowl, combine the chicken, garlic, paprika, tumeric, koscher salt, and black pepper. Mix to combine.
3. Heat the olive oil in a large skillet over medium-high heat. Add the chicken to the pan and cook for about 5 minutes on each side, or until golden brown.
4. Transfer the chicken to an oven-safe baking dish.
5. In the same skillet, add the celery, onion, carrots, orange juice, water, potatoes, paprika, tumeric, koscher salt, and black pepper. Mix to combine.
6. Pour the vegetables over the chicken.
7. Drizzle with the remaining olive oil.
8. Bake in preheated oven for 30 minutes, or until cooked through.
9. Serve. Enjoy!"
"[""sugar"", ""brown sugar"", ""shortening"", ""eggs"", ""vanilla"", ""peanut butter"", ""flour"", ""soda"", ""oatmeal"", ""pecans""]","Peanut Butter and Brown Sugar Oatmeal Cookies 
Ingredients:
3/4 cup brown sugar
1/2 cup shortening
2 eggs
1 teaspoon vanilla
3/4 cup peanut butter
1 1/4 cups flour
1 teaspoon baking soda
1/2 teaspoon salt
1/2 cup oatmeal
1/2 cup pecans

Directions: 
1. Preheat oven to 350°F. 
2. In a medium bowl, cream together the brown sugar and shortening. 
3. Beat in the eggs and add in the vanilla and peanut butter. 
4. In a separate bowl, whisk together the flour, baking soda, and salt. 
5. Slowly add the dry ingredients to the wet ingredients, mixing until well combined. 
6. Stir in the oatmeal and pecans.
7. Roll the dough into 1 inch balls and place them on an ungreased cookie sheet. 
8. Bake for 10-12 minutes, or until golden brown. 
9. Let cool before serving. Enjoy!"
"[""mayonnaise"", ""olive oil"", ""sour cream"", ""wine vinegar"", ""lime juice""]","Mediterranean Salad With Sour Cream Dressing
Ingredients:
- ¼ cup mayonnaise
- 1/3 cup olive oil
- 2 tablespoons sour cream
- 2 tablespoons white wine vinegar
- 2 tablespoons lime juice
- Salt and pepper to taste
Instructions:
1. In a small bowl, whisk together the mayonnaise, olive oil, sour cream, white wine vinegar, and lime juice until well blended.
2. Season with salt and pepper to taste.
3. In a large bowl, combine any combination of lettuce, cucumbers, tomatoes, olives, feta cheese, and other desired ingredients.
4. Drizzle dressing over the salad and gently toss to combine.
5. Serve immediately."
"[""fresh fruit"", ""flour"", ""sugar"", ""milk"", ""butter""]","Fresh Fruit Flour Cake
Ingredients:
- 2 cups of fresh fruit, diced
- 1 1/2 cups all-purpose flour
- 1 cup sugar
- 1 cup milk
- 6 tablespoons butter, melted

Instructions:

1. Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.

2. In a medium bowl, mix together the diced fruit, flour, sugar, milk, and melted butter until well blended.

3. Spread the mixture into the prepared pan and bake for 25-30 minutes or until the cake is golden brown.

4. Allow the cake to cool before serving. Enjoy!"
"[""graham cracker crumbs"", ""sugar"", ""butter"", ""cream cheese"", ""sugar"", ""milk"", ""chocolate flavor"", ""milk""]","Chocolate Graham Cracker Cheesecake

Ingredients: 
- 2 cups graham cracker crumbs
- 6 tablespoons butter, melted
- 8 ounces cream cheese, softened
- 1/4 cup sugar
- 2 tablespoons milk
- 4 ounces semi-sweet chocolate chips
- 2 tablespoons sugar
- 4 tablespoons butter, melted
- 1/2 cup heavy cream
- 2 tablespoons milk
- Chocolate flavor of your choice

Instructions:

1. Preheat oven to 350°F. Line a 9” springform pan with parchment paper.

2. In a medium bowl, combine the graham cracker crumbs and melted butter until thoroughly mixed. Press the mixture into the bottom and sides of the prepared pan.

3. In a large bowl, beat together the cream cheese and sugar until light and fluffy. Beat in the milk and chocolate chips until combined.

4. Pour the mixture over the crust and spread evenly. Bake for 25 minutes or until the center is almost set.

5. In a small saucepan, heat the butter and sugar over low heat, stirring constantly until the sugar is melted. Add the heavy cream and milk and continue to cook over low heat until the mixture is thickened and bubbly.

6. Remove from heat and allow to cool. Once cooled, add the desired amount of chocolate flavor and stir until combined.

7. Pour the cooled mixture over the cheesecake and spread evenly. Refrigerate for at least 4 hours before serving. Enjoy!"
"[""VINAIGRETTE"", ""pear juice"", ""white wine vinegar"", ""mustard"", ""salt"", ""pepper"", ""olive oil"", ""SALAD"", ""red onion"", ""almonds""]","Vinaigrette Pear Salad
Ingredients: 
•  ½ cup pear juice
•  2 tablespoons white wine vinegar
•  1 teaspoon Dijon mustard
•  ½ teaspoon salt
•  ¼ teaspoon ground black pepper
•  3 tablespoons olive oil
•  2 cups mixed salad greens
•  ½ red onion, thinly sliced
•  2 tablespoons toasted almonds, chopped

Instructions: 
1. In a small bowl, whisk together the pear juice, white wine vinegar, mustard, salt and pepper until combined.
2. Slowly whisk in the olive oil.
3. Place the salad greens in a salad bowl and top with the red onion.
4. Drizzle the vinaigrette over the salad and toss gently to combine.
5. Sprinkle the toasted almonds over the top of the salad.
6. Serve immediately."
