"Ingredients","Generated Recipe"
"[""ground sausage"", ""noodles"", ""rosemary"", ""basil"", ""cayenne pepper"", ""sage"", ""oregano"", ""bell pepper"", ""onion"", ""watch"", ""mozzarella cheese""]","Sausage and Noodle Skillet 
Ingredients:
- 2 tablespoons olive oil
- 8 ounces ground sausage
- 2 cloves garlic, minced
- 2 cups uncooked egg noodles
- 2 cups chicken broth
- 1 teaspoon dried rosemary
- 1 teaspoon dried basil
- 1/4 teaspoon cayenne pepper
- 2 teaspoons dried sage
- 1 teaspoon dried oregano
- 1 teaspoon bell pepper
- 1/2 onion, diced
- 2 tablespoons butter
- 1/2 cup grated mozzarella cheese
Instructions:

1. Heat the olive oil in a large skillet over medium-high heat.

2. Add the sausage to the skillet and cook until browned, stirring occasionally.

3. Add the garlic and cook for one minute.

4. Add the noodles, chicken broth, rosemary, basil, cayenne pepper, sage, oregano and bell pepper to the skillet and stir to combine.

5. Bring the mixture to a boil, reduce the heat to low, cover and simmer for 10 minutes, stirring occasionally.

6. While the sauce is simmering, melt the butter in a separate skillet.

7. Add the onion to the skillet and cook until softened, about 5 minutes.

8. Add the cooked onion to the noodle mixture and stir to combine.

9. Simmer for an additional five minutes or until the noodles are tender.

10. Stir in the mozzarella cheese and cook until melted.

11. Serve warm. Enjoy!"
"[""mushrooms"", ""butter"", ""basil"", ""salt"", ""whipping cream"", ""Parmesan cheese"", ""tomatoes""]","Mushroom, Butter and Basil Risotto with Parmesan Cheese, Tomatoes and Whipping Cream

Ingredients:
- 4 tablespoons butter
- 2 cloves garlic, minced
- 1 small onion, diced
- 2 cups Arborio rice
- 6 cups vegetable broth
- 2 cups mushrooms, sliced
- 2 tablespoons fresh basil, chopped
- 2 tablespoons Parmesan cheese
- 1 cup cherry tomatoes, halved
- 2 tablespoons whipping cream
- Sea salt to taste

Instructions:

1. Heat the butter in a large pot over medium heat. Once melted, add the garlic and onion. Sauté for 3-4 minutes, stirring occasionally.

2. Add the Arborio rice and stir to combine. Cook for 1 minute, then add the vegetable broth. Bring to a boil, reduce to a simmer and cover. Simmer for 15 minutes.

3. Add the mushrooms, basil, Parmesan cheese, cherry tomatoes and whipping cream. Stir to combine and cook for an additional 5-7 minutes, or until the rice is cooked al dente.

4. Taste and season with sea salt as desired. Serve warm. Enjoy!"
"[""wieners"", ""bottles""]","Weiner and Bottle Salad

Ingredients:
- 1 package wieners
- 2 bottles of your favorite salad dressing
- 3 cups romaine lettuce, chopped
- 1 cup cherry tomatoes, halved
- 1/2 cup red onion, diced
- 1/3 cup shredded cheddar cheese

Instructions:
1. Cut wieners into small rounds and place in a large bowl.
2. Pour both bottles of dressing over the wieners and mix until distributed evenly.
3. Add in the romaine lettuce, cherry tomatoes, red onion, and cheddar cheese to the bowl and mix until combined.
4. Serve chilled or at room temperature. Enjoy!"
"[""green pepper"", ""onion"", ""garlic"", ""oil"", ""tomatoes"", ""kidney beans"", ""pinto beans"", ""whole kernel corn"", ""water"", ""long grain rice"", ""chili powder"", ""ground cumin""]","Vegetarian Mexican Bowl 
Ingredients: 
- 1 Green Pepper, chopped
- 1 Onion, chopped
- 2 cloves Garlic, minced
- 2 tablespoons Oil 
- 2 Tomatoes, chopped
- 1 can Kidney Beans, drained and rinsed
- 1 can Pinto Beans, drained and rinsed
- 1/2 cup Whole Kernel Corn
- 1/3 cup Water
- 1/3 cup Long Grain Rice
- 1 teaspoon Chili Powder
- 1 teaspoon Ground Cumin
Directions:
1. Heat oil in a large skillet over medium heat.
2. Add green pepper, onion and garlic. Cook for 3-4 minutes until vegetables are slightly softened.
3. Add tomatoes and kidney beans. Cook for an additional 5 minutes.
4. Add pinto beans, corn, water and rice. Bring to a boil.
5. Reduce heat to low and simmer for 20 minutes or until liquid is absorbed.
6. Stir in chili powder and ground cumin.
7. Serve in individual bowls. Enjoy!"
"[""chocolate cake mix"", ""containers"", ""Kahlua liqueur""]","Chocolate Cake Mix Kahlua Liquer containers Recipe:

Ingredients:

-1 box of Chocolate Cake Mix 
-2/3 cup of vegetable oil
-3 eggs 
-1/4 cup of Kahlua Liquer 
-1/2 cup of water 

Instructions:

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.

2. In a large bowl, mix together the cake mix, oil, eggs, Kahlua Liquer and water. Beat until blended.

3. Divide the batter evenly between the prepared cake pans. Bake for 25-30 minutes or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.

4. Frost with your favorite frosting and serve! Enjoy!"
"[""corn"", ""salt"", ""sunflower oil"", ""tarragon"", ""shrimp"", ""pickled jalapeno"", ""red onion"", ""short cucumber"", ""creme fraiche"", ""lemon"", ""scallions"", ""mint"", ""cilantro""]","Thai Shrimp and Corn Salad:

Ingredients:

- 2 cups of cooked shrimp
- 2 cups of fresh corn kernels
- 2 tablespoons of sunflower oil
- 2 tablespoons of tarragon
- 1/2 cup of pickled jalapeno
- 1/2 cup of diced red onion
- 1/4 cup of sliced short cucumber
- 1/4 cup of crème fraiche
- Juice of one lemon
- 2 tablespoons of chopped scallions
- 2 tablespoons of chopped mint
- 2 tablespoons of chopped cilantro
- 1 teaspoon of salt

Instructions:

1. Heat the sunflower oil in a large skillet over medium heat. Add the shrimp and cook for 4 to 5 minutes, until the shrimp are just cooked through.

2. In a large bowl, combine the cooked shrimp, corn kernels, tarragon, pickled jalapeno, red onion, cucumber, crème fraiche, lemon juice, scallions, mint, and cilantro.

3. Add the salt and mix everything together until it's well combined.

4. Let the salad rest for 5 minutes before serving. Enjoy!"
"[""steak"", ""onions"", ""tomatoes"", ""clove garlic"", ""green bell peppers"", ""soy sauce"", ""sugar""]","Steak with Onions, Tomatoes, Clove Garlic, Green Bell Peppers and Soy Sauce

Ingredients: 

- 2 steaks 
- 1 onion, chopped
- 2 tomatoes, diced
- 3 cloves of garlic, minced
- 1 green bell pepper, chopped
- 2 tablespoons of soy sauce
- 1 tablespoon of sugar

Instructions: 

1. Preheat a large skillet over medium heat.

2. Add the steaks to the skillet and cook for 5-7 minutes per side or until desired doneness is reached. Once cooked, remove from the skillet and set aside.

3. Add the onion, tomato, garlic and bell pepper to the skillet and sauté for 3-4 minutes or until vegetables are softened.

4. Return the steaks to the skillet and season with soy sauce and sugar. Stir to combine.

5. Cook for an additional 4-5 minutes or until steak is cooked through.

6. Serve immediately with your favorite sides. Enjoy!"
"[""heavy"", ""honey"", ""graham cracker"", ""honeydew melon"", ""cantaloupe"", ""strawberries"", ""currant jelly""]","Honeydew Graham Cracker Melon Salad
Ingredients:
- 2 cups honeydew melon, cut into cubes
- 1/2 cup graham cracker crumbs
- 2 tablespoons honey
- 1/4 cup cantaloupe, diced
- 1/4 cup strawberries, sliced
- 2 tablespoons currant jelly

Instructions:
1. In a medium bowl, combine the honeydew melon cubes and graham cracker crumbs.
2. Drizzle the honey over the mixture, stirring to coat.
3. Add the cantaloupe, strawberries, and currant jelly, stirring to combine.
4. Serve immediately or chill before serving. Enjoy!"
"[""white flour"", ""whole wheat pastry flour"", ""baking powder"", ""salt"", ""brown sugar"", ""fresh chives"", ""fresh parsley"", ""thyme"", ""cheddar cheese"", ""egg"", ""milk""]","Whole Wheat Pastry Crust Quiche

Ingredients:

- 2 cups white flour
- 1 cup whole wheat pastry flour
- 1 teaspoon baking powder
- ¼ teaspoon salt
- 2 tablespoons brown sugar
- ½ cup cold butter, cubed
- 2 tablespoons ice-cold water
- 2 tablespoons chopped fresh chives
- 2 tablespoons chopped fresh parsley
- 1 teaspoon thyme
- 1 cup shredded cheddar cheese
- 3 eggs
- ¾ cup milk

Instructions:

1. Preheat oven to 375°F.

2. In a medium bowl, whisk together the white flour, whole wheat pastry flour, baking powder, salt, and brown sugar. Cut in the butter until the mixture resembles coarse meal.

3. Stir in the ice-cold water until the dough comes together. Knead for a few seconds, then roll out the dough on a lightly floured surface to about 12 inches in diameter. Transfer to a 9-inch round pie plate and fit into the bottom and up the sides. Crimp or flute the edges to make a decorative border.

4. Sprinkle the chopped herbs over the bottom of the crust, then top with the shredded cheese.

5. In another bowl, whisk together the eggs, milk, and some freshly ground pepper. Pour the egg mixture over the cheese.

6. Bake in preheated oven until the center is set and the top is golden brown, about 25 minutes. Let cool slightly before serving. Enjoy!"
"[""bread slices"", ""dill pickle"", ""Swiss"", ""mein noodles""]","Swiss Dill Pickle Noodle Bread Slice Salad

Ingredients:

- 4 slices of your favorite bread
- 1/2 cup of chopped dill pickles
- 1/2 cup of cubed Swiss cheese
- 2 cups cooked mein noodles

Instructions:

1. Preheat oven to 350 degrees.

2. Cut the bread into thin slices, place them onto a baking sheet, and bake until golden brown, about 10-15 minutes.

3. Meanwhile, in a large bowl, combine the chopped dill pickles, cubed Swiss cheese, and cooked mein noodles.

4. Once the bread is done baking, allow it to cool off before transferring it into the bowl with the other ingredients.

5. Mix everything together to combine the flavors.

6. Serve the Swiss Dill Pickle Noodle Bread Slice Salad at room temperature or chilled. Enjoy!"
"[""bibb lettuce"", ""chives"", ""bacon"", ""franks"", ""vinegar"", ""garlic"", ""sugar"", ""salt"", ""pepper"", ""dry mustard""]","Bibblette Salad with Bacon, Chives, Franks, Vinegar, Garlic, Sugar, Salt, Pepper and Dry Mustard

Ingredients:

• 2 heads of Bibb lettuce, torn into bite-sized pieces
• ½ cup cooked bacon, crumbled
• 2 tablespoons fresh chives, chopped
• ½ cup frankfurters, sliced
• ½ cup white vinegar
• 2 cloves garlic, minced
• 1 tablespoon sugar
• 1 teaspoon salt
• ½ teaspoon freshly ground pepper
• ½ teaspoon dry mustard powder

Directions:

1. In a large bowl, combine the lettuce, bacon, chives, and frankfurters.
2. In a separate bowl, whisk together the vinegar, garlic, sugar, salt, pepper, and dry mustard until combined.
3. Pour the vinegar mixture over the lettuce mixture and toss until evenly coated.
4. Serve immediately. Enjoy!"
"[""ground beef"", ""onion"", ""olive oil"", ""pinto beans"", ""garbanzo beans"", ""black beans"", ""red beans"", ""tomatoes"", ""corn"", ""taco seasoning"", ""ranch seasoning"", ""cheddar cheese""]","Taco Beef Casserole
Ingredients: 
- 2 lbs ground beef
- 1 onion, diced
- 2 tablespoons olive oil
- 1 can pinto beans, drained and rinsed
- 1 can garbanzo beans, drained and rinsed
- 1 can black beans, drained and rinsed
- 1 can red beans, drained and rinsed
- 1 can diced tomatoes
- 1 cup corn
- 2 tablespoons taco seasoning
- 2 tablespoons ranch seasoning
- 2 cups shredded cheddar cheese
Instructions:

1. Preheat oven to 350°F.

2. Heat a large skillet over medium-high heat and add olive oil.

3. Add in the ground beef and onion and cook until the beef is browned and the onion is softened.

4. Drain any excess fat from the pan and return the beef and onion to the skillet.

5. Add in the beans, tomatoes, and corn.

6. Sprinkle the taco and ranch seasoning over the top of the beef and vegetables and stir to combine.

7. Transfer the beef and vegetable mixture to a 9x13 baking dish.

8. Top with the shredded cheese.

9. Bake in preheated oven for 30 minutes or until the cheese is melted and bubbly.

10. Serve hot."
"[""beans"", ""hamburger"", ""taco seasoning mix"", ""taco sauce"", ""sour cream"", ""Cheddar cheese"", ""Mozzarella cheese""]","Taco Burger Bowl

Ingredients:

• 1/2 lb ground beef
• 1/4 cup black beans, drained and rinsed
• 1 tablespoon taco seasoning mix
• 1/4 cup taco sauce
• 2 tablespoons sour cream
• 1/4 cup shredded Cheddar cheese
• 1/4 cup chopped Mozzarella cheese
Instructions:

1. Heat a skillet over medium-high heat. Add the ground beef and cook until browned.

2. Drain off any excess fat.

3. Add in the black beans, taco seasoning, and taco sauce. Mix together and cook until heated through.

4. Divide the mixture into two bowls.

5. Top each bowl with the sour cream, Cheddar and Mozzarella cheese.

6. Enjoy!"
"[""vegetable oil"", ""skinless"", ""salt"", ""freshly ground black pepper"", ""onion"", ""saffron threads"", ""garlic"", ""tomato juice"", ""dates"", ""water"", ""long-grain rice"", ""green onions"", ""Lemon wedges""]","Vegetable Oil Saffron Rice with Onions and Garlic

Ingredients: 
- 2 tablespoons Vegetable Oil
- ¼ teaspoon Skinless Salt
- ¼ teaspoon Freshly Ground Black Pepper
- 1 small Onion, diced
- 2 threads of Saffron
- 2 cloves Garlic, minced
- 2 tablespoons Tomato Juice
- 2 pitted Dates, chopped
- ½ cup Water
- 1 cup Long-Grain Rice
- 1 Green Onion, finely chopped
- Lemon Wedges for serving

Instructions:
1. Heat the vegetable oil in a medium saucepan over medium heat.
2. Add the onion, garlic, and saffron, and cook until the onion is softened, about 5 minutes.
3. Add the tomato juice, dates, water, and salt and pepper, and bring to a boil.
4. Stir in the rice and reduce heat to low.
5. Cover and simmer for 20 minutes, or until the rice is tender.
6. Remove from heat and let rest for 5 minutes.
7. Fluff the rice with a fork and stir in the green onion.
8. Serve with lemon wedges."
"[""green chilies"", ""onions"", ""tomatoes"", ""avocados"", ""salt"", ""mayonnaise""]","Green Chile Onion Tomato Avocado Salad

Ingredients:

-1 large tomato, diced
-2 green chilies, diced
-1 onion, diced
-1 large avocado, cubed
-1/4 cup mayonnaise
-Salt, to taste

Instructions:

1. In a large mixing bowl, combine the tomato, green chilies, onion, and avocado.

2. Gently mix together until all ingredients are evenly distributed.

3. Drizzle mayonnaise over the salad and mix until everything is evenly coated.

4. Season with salt to taste.

5. Serve chilled or at room temperature. Enjoy!"
"[""chicken"", ""garlic"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil"", ""celery"", ""onion"", ""quarters"", ""carrot"", ""orange juice"", ""water"", ""potatoes"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil""]","Garlic Chicken Paprikash
Ingredients: 
• 2 tablespoons olive oil
• 1 large onion, diced
• 4 cloves garlic, minced
• 2 quarter chicken breasts
• 2 teaspoons paprika
• 1 teaspoon tumeric
• 1 teaspoon koscher salt
• 1 teaspoon black pepper
• 1 cup celery, chopped
• 1 cup carrots, chopped
• ½ cup orange juice
• ½ cup water
• 1 cup potatoes, diced
• 2 tablespoons paprika
• 1 teaspoon tumeric
• 1 teaspoon koscher salt
• 1 teaspoon black pepper
• 2 tablespoons olive oil

Instructions:

1. Heat the olive oil in a large skillet over medium heat.

2. Add the onion and garlic and sauté until softened, about 5 minutes.

3. Add the chicken and season with the paprika, tumeric, koscher salt and black pepper. Cook for 8-10 minutes until the chicken is cooked through.

4. Add the celery, carrots, orange juice and water. Bring to a simmer, then reduce heat to low and cover. Simmer for 10 minutes.

5. Add the potatoes and cook for an additional 10 minutes.

6. Uncover and add the remaining paprika, tumeric, koscher salt and black pepper and the olive oil. Cook for another 5 minutes until the sauce has thickened.

7. Serve the chicken paprikash over rice or noodles and enjoy!"
"[""sugar"", ""brown sugar"", ""shortening"", ""eggs"", ""vanilla"", ""peanut butter"", ""flour"", ""soda"", ""oatmeal"", ""pecans""]","Peanut Butter Oatmeal Cookies 
Ingredients:
- 1 cup brown sugar
- ½ cup shortening
- 2 large eggs
- 1 teaspoon vanilla extract
- 2 cups peanut butter
- 2 cups all-purpose flour
- ¼ teaspoon baking soda
- ¾ cup oats
- ½ cup pecans, chopped

Instructions: 
1. Preheat oven to 350°F. 
2. In a large bowl, cream together the brown sugar and shortening until creamy.
3. Beat in the eggs one at a time, then stir in the vanilla.
4. Add the peanut butter and mix well.
5. In a separate bowl, whisk together the flour, baking soda and salt.
6. Gradually beat into the creamed mixture.
7. Stir in the oats and pecans.
8. Drop by teaspoonfuls onto ungreased baking sheets.
9. Bake for 10 to 12 minutes or until lightly golden.
10. Allow cookies to cool on baking sheets for 5 minutes before transferring to wire racks to cool completely."
"[""mayonnaise"", ""olive oil"", ""sour cream"", ""wine vinegar"", ""lime juice""]","Sour Cream and Olive Oil Mayonnaise
Ingredients:
- 1 cup sour cream 
- 1/2 cup olive oil 
- 2 tablespoons wine vinegar 
- 2 teaspoons freshly squeezed lime juice
Instructions:
1. In a food processor, combine the sour cream and olive oil until creamy.
2. Add the wine vinegar and lime juice and pulse until combined.
3. Transfer to an airtight container and store in the refrigerator for up to two weeks."
"[""fresh fruit"", ""flour"", ""sugar"", ""milk"", ""butter""]","Fresh Fruit Crumble
Ingredients:
- 2 cups fresh fruit of your choice (blueberries, peaches, apples, etc.)
- ¾ cup all-purpose flour
- ¼ cup sugar
- ¼ cup butter
- 2 tbsp. milk

Instructions:
1. Preheat oven to 350°F.
2. In a medium bowl, combine the flour, sugar, and butter. Use a pastry cutter or fork to cut the butter into the dry ingredients until the mixture resembles coarse crumbs.
3. Place the fruit in an 8-inch baking dish. Sprinkle the flour mixture over the top of the fruit.
4. Drizzle the milk over the flour mixture and gently toss together.
5. Bake for 35 to 40 minutes or until the top is golden brown and the filling is bubbly.
6. Serve warm with a scoop of your favorite ice cream. Enjoy!"
"[""graham cracker crumbs"", ""sugar"", ""butter"", ""cream cheese"", ""sugar"", ""milk"", ""chocolate flavor"", ""milk""]","Chocolate Cream Cheese Cracker Bars
Ingredients: 
- 1/2 cup graham cracker crumbs 
- 1/4 cup sugar 
- 1/3 cup butter, melted 
- 8 oz cream cheese, softened 
- 1/2 cup sugar 
- 2 tablespoons milk 
- 1 teaspoon chocolate flavor 
- 2 tablespoons milk

Instructions: 
1. Preheat oven to 350°F. Grease a 9x9 inch pan.
2. Combine the graham cracker crumbs, sugar, and melted butter in a medium bowl. Press this mixture into the bottom of your greased pan.
3. In a separate large bowl beat together cream cheese, sugar, milk and chocolate flavor until it is smooth.
4. Spread the cream cheese mixture over the graham cracker crust.
5. Bake for 25 minutes or until the edges are golden brown.
6. Allow to cool before cutting into bars. Enjoy!"
"[""VINAIGRETTE"", ""pear juice"", ""white wine vinegar"", ""mustard"", ""salt"", ""pepper"", ""olive oil"", ""SALAD"", ""red onion"", ""almonds""]","Vinaigrette Pear Salad
Ingredients: 
- 1/4 Cup Vinaigrette 
- 1/4 Cup Pear Juice 
- 2 Tablespoons White Wine Vinegar 
- 1 Teaspoon Mustard 
- Salt & Pepper to Taste 
- 2 Tablespoons Olive Oil 
- 1 Head of Romaine Lettuce 
- 1/2 Red Onion, Sliced 
- 1/4 Cup Slivered Almonds 

Instructions:
1. In a small bowl, whisk together vinaigrette, pear juice, white wine vinegar, mustard, salt, and pepper. 
2. Slowly whisk in olive oil until dressing is emulsified.
3. Tear lettuce into bite-size pieces, then place in a salad bowl.
4. Add red onion and slivered almonds to salad bowl.
5. Pour dressing over the salad and toss with tongs.
6. Serve and enjoy!"
"[""digestive biscuits"", ""butter"", ""Nutella"", ""hazelnuts"", ""sugar""]","Digestive Biscuit Nutella Slice
Ingredients:

- 2 packs of digestive biscuits 
- 6 tablespoons of butter 
- 2 tablespoons of Nutella 
- 2 tablespoons of chopped hazelnuts 
- 2 tablespoons of sugar 

Directions:

1. Preheat the oven to 350°F.

2. Grease an 8x8 inch baking pan.

3. In a food processor, pulse the digestive biscuits until they become fine crumbs.

4. Add the butter and sugar to the biscuit crumbs and pulse again just until combined.

5. Press the biscuit mixture into the bottom of the greased pan and bake for 10 minutes.

6. Meanwhile, melt the Nutella in the microwave for 30 seconds.

7. Remove the pan from the oven and spread the melted Nutella over the biscuit base.

8. Sprinkle the chopped hazelnuts over the Nutella layer and bake for another 10 minutes.

9. Allow the slice to cool completely before slicing and serving. Enjoy!"
