Ingredients,Generated Recipe
"[""corn"", ""salt"", ""sunflower oil"", ""tarragon"", ""shrimp"", ""pickled jalapeno"", ""red onion"", ""short cucumber"", ""creme fraiche"", ""lemon"", ""scallions"", ""mint"", ""cilantro""]","Shrimp and Corn Salad:

Ingredients:
- 2 cups cooked shrimp
- 2 cups cooked corn
- 1/4 cup sunflower oil
- 2 tablespoons tarragon
- 2 tablespoons pickled jalapeno
- 1/4 cup red onion, diced
- 1/4 cup short cucumber, diced
- 1/4 cup crème fraîche
- Juice of one lemon
- 1/4 cup scallions, thinly sliced
- 1 tablespoon mint, minced
- 1 teaspoon cilantro, minced

Instructions:
1. In a large bowl, combine the cooked shrimp, corn, sunflower oil, tarragon, jalapeno, red onion, cucumber, crème fraîche, and lemon juice. Mix until everything is evenly combined.
2. Add the scallions, mint, and cilantro and mix to combine.
3. Serve chilled or at room temperature. Enjoy!"
"[""steak"", ""onions"", ""tomatoes"", ""clove garlic"", ""green bell peppers"", ""soy sauce"", ""sugar""]","Steak and Onion Stir Fry 

Ingredients: 
- 1 pound steak, cut into thin strips 
- 2 onions, thinly sliced 
- 2 tomatoes, diced 
- 3 cloves garlic, minced 
- 1 green bell pepper, chopped 
- 2 tablespoons soy sauce 
- 1 tablespoon sugar 

Instructions:
1. Heat a large skillet over medium-high heat. 
2. Add steak strips to the pan and cook until lightly browned, about 4 minutes. 
3. Add in the onions and tomatoes, stirring together until all ingredients are well combined.
4. Add in the garlic, green bell pepper, soy sauce, and sugar. Stir together until everything is evenly coated. 
5. Cook until vegetables are tender and steak is cooked through, about 10 minutes. 
6. Serve over rice or noodles. Enjoy!"
"[""heavy"", ""honey"", ""graham cracker"", ""honeydew melon"", ""cantaloupe"", ""strawberries"", ""currant jelly""]","Honeyed Graham Cracker Melon Bowl
Ingredients: 
- 2 tablespoons of heavy honey
- 6 graham crackers, crushed
- 1 honeydew melon, diced
- 1 cantaloupe, diced
- 1/2 cup of strawberries, chopped
- 2 tablespoons of currant jelly
Instructions:
1. In a small bowl, stir together the honey and crushed graham crackers until combined.
2. In a large bowl, mix together the diced honeydew melon, cantaloupe, strawberries and currant jelly.
3. Pour the honey and graham cracker mixture over the melon mixture and stir until everything is evenly coated.
4. Serve chilled in individual bowls. Enjoy!"
"[""white flour"", ""whole wheat pastry flour"", ""baking powder"", ""salt"", ""brown sugar"", ""fresh chives"", ""fresh parsley"", ""thyme"", ""cheddar cheese"", ""egg"", ""milk""]","Cheesy Chive & Parsley Tart Recipe

Ingredients: 

- 2 cups white flour 
- 1 cup whole wheat pastry flour 
- 2 teaspoons baking powder 
- 1 teaspoon salt 
- 2 tablespoons brown sugar 
- 2 tablespoons fresh chives, finely chopped 
- 2 tablespoons fresh parsley, finely chopped 
- 1 teaspoon thyme 
- 2 cups grated cheddar cheese 
- 1 egg 
- 1 cup milk 

Instructions: 

1. Preheat oven to 350°F (175°C).

2. In a large bowl, combine the flours, baking powder, salt, and brown sugar.

3. Cut in the butter until crumbly.

4. Stir in the chives, parsley, and thyme.

5. Add the cheddar cheese and mix until combined.

6. In a separate bowl, whisk together the egg and milk.

7. Pour the wet ingredients into the dry ingredients and stir until just combined.

8. Grease a 9-inch tart pan.

9. Spread the dough into the prepared tart pan and spread evenly.

10. Bake for 25-30 minutes until golden brown. 

11. Let cool before serving. Enjoy!"
"[""bread slices"", ""dill pickle"", ""Swiss"", ""mein noodles""]","Dill Pickle Swiss Noodle Salad

Ingredients:

-4 slices of bread, diced
-3 dill pickles, sliced
-1 cup of Swiss cheese, shredded
-1 package of mein noodles
-1/4 cup olive oil
-2 tablespoons of white wine vinegar
-1 teaspoon of sugar
-1/2 teaspoon of black pepper
-1/4 teaspoon of garlic powder
-1 tablespoon of fresh parsley, chopped
-Salt to taste

Instructions:

1. Preheat oven to 350 degrees F. Place the diced bread onto a baking sheet and bake for 8-10 minutes or until lightly toasted. Remove from oven and set aside.

2. Cook the mein noodles according to package instructions and drain.

3. In a large bowl, combine the cooked noodles, toasted bread cubes, sliced dill pickles, shredded Swiss cheese, olive oil, white wine vinegar, sugar, black pepper, garlic powder, and salt to taste. Toss to combine.

4. Divide the salad onto four plates and sprinkle with fresh parsley before serving. Enjoy!"
"[""bibb lettuce"", ""chives"", ""bacon"", ""franks"", ""vinegar"", ""garlic"", ""sugar"", ""salt"", ""pepper"", ""dry mustard""]","Bacon-Wrapped Franks with Chive-Lettuce Sauce

Ingredients:

- 8 hot dogs 
- 8 thin slices of bacon 
- 2 tablespoons chives, finely chopped 
- 1/4 cup lettuce, shredded 
- 2 tablespoons white vinegar 
- 2 cloves garlic, minced 
- 2 teaspoons sugar 
- 1 teaspoon salt 
- 1 teaspoon freshly ground black pepper
- 1 teaspoon dry mustard

Instructions:

1. Preheat oven to 350°F (177°C).

2. Wrap each hot dog in a piece of bacon and secure with a toothpick. Place on a parchment-lined baking sheet.

3. Bake for 15 minutes, flipping halfway through.

4. While the hot dogs are baking, make the sauce: combine chives, lettuce, vinegar, garlic, sugar, salt and pepper in a small bowl. Stir until combined.

5. Add the dry mustard and mix until fully incorporated.

6. Once the hot dogs are done baking, let them cool for 5 minutes before removing the toothpicks.

7. Serve the bacon-wrapped franks with the chive-lettuce sauce. Enjoy!"
"[""ground beef"", ""onion"", ""olive oil"", ""pinto beans"", ""garbanzo beans"", ""black beans"", ""red beans"", ""tomatoes"", ""corn"", ""taco seasoning"", ""ranch seasoning"", ""cheddar cheese""]","Taco Beef Skillet: 
Ingredients: 
-1 lb ground beef 
-1/2 onion, chopped
-2 tablespoons olive oil
-1 can pinto beans, drained and rinsed
-1 can garbanzo beans, drained and rinsed
-1 can black beans, drained and rinsed
-1 can red beans, drained and rinsed
-1 can tomatoes, drained 
-1 can corn, drained
-2 tablespoons taco seasoning
-1 tablespoon ranch seasoning
-1 cup cheddar cheese, shredded

Instructions:
1. Heat olive oil in a large skillet over medium heat. 
2. Add the chopped onion and cook until it is soft and translucent. 
3. Add the ground beef, crumble and cook until it is browned. 
4. Add the beans, tomatoes, corn, taco seasoning and ranch seasoning. Mix to combine everything.
5. Let the mixture simmer for about 15 minutes, stirring occasionally. 
6. Sprinkle the cheddar cheese over the top of the skillet and let it melt. 
7. Serve immediately with your favorite toppings. Enjoy!"
"[""beans"", ""hamburger"", ""taco seasoning mix"", ""taco sauce"", ""sour cream"", ""Cheddar cheese"", ""Mozzarella cheese""]","Black Bean and Burger Tacos

Ingredients:
- 2 cups black beans
- 1 pound hamburger
- 2 tablespoons taco seasoning mix
- 1/4 cup taco sauce
- 2 tablespoons sour cream
- 1/2 cup Cheddar cheese, grated
- 1/2 cup Mozzarella cheese, grated

Instructions:
1. Preheat oven to 350°F (175°C).
2. In a large skillet over medium-high heat, cook the hamburger until it is no longer pink. Drain fat, if desired.
3. Stir in the taco seasoning, taco sauce, and black beans. Cook for an additional 5 minutes.
4. Place a spoonful of the hamburger and black bean mixture onto a warm tortilla. Top with sour cream and both types of cheese.
5. Place the filled tortillas on a baking sheet and bake for 12 minutes.
6. Serve the tacos hot, with your favorite toppings. Enjoy!"
"[""vegetable oil"", ""skinless"", ""salt"", ""freshly ground black pepper"", ""onion"", ""saffron threads"", ""garlic"", ""tomato juice"", ""dates"", ""water"", ""long-grain rice"", ""green onions"", ""Lemon wedges""]","Vegetable Oil Skinsless Sauté

Ingredients:
  - 2 tablespoons vegetable oil
  - 2 skinless chicken breasts, cut into 1-inch cubes
  - 1 teaspoon salt
  - ½ teaspoon freshly ground black pepper
  - ¼ cup diced onions
  - 1 pinch of saffron threads
  - 2 cloves garlic, minced
  - ½ cup tomato juice
  - 12 pitted dates
  - ½ cup water
  - 1 cup uncooked long-grain rice
  - 1 cup diced green onions
  - 2 lemon wedges

Instructions:
1. Heat the vegetable oil in a large skillet over medium-high heat.
2. Add the cubed chicken breasts and season with salt and pepper.
3. Sauté for 5 minutes, or until the chicken is lightly browned.
4. Add the onions and garlic, and sauté for an additional 3 minutes.
5. Stir in the tomato juice, dates, water, and rice.
6. Reduce the heat to low, cover and cook for 15-20 minutes, stirring occasionally, until the rice is cooked through.
7. Add the green onions and lemon wedges, and stir to combine.
8. Serve hot."
"[""green chilies"", ""onions"", ""tomatoes"", ""avocados"", ""salt"", ""mayonnaise""]","Green Chili Onion Avocado Salad 

Ingredients: 
- 2 green chilies, seeded and chopped 
- 2 medium onions, diced 
- 2 tomatoes, diced 
- 1 large avocado, pitted and chopped 
- 2 tablespoons of fresh lime juice 
- 2 tablespoons of extra virgin olive oil 
- 1 teaspoon of salt 
- 1/4 cup of mayonnaise 

Instructions: 
1. In a large bowl, combine the chilies, onions, tomatoes, avocado, and lime juice.
2. Drizzle with olive oil, and season with salt.
3. Gently toss to combine.
4. In a separate bowl, whisk together the mayonnaise with a few tablespoons of water to create a creamy dressing.
5. Pour the dressing over the salad, and mix well. 
6. Serve chilled."
"[""chicken"", ""garlic"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil"", ""celery"", ""onion"", ""quarters"", ""carrot"", ""orange juice"", ""water"", ""potatoes"", ""paprika"", ""tumeric"", ""kosher salt"", ""black pepper"", ""olive oil""]","Garlic Paprika Chicken 

Ingredients: 
- 2 chicken breasts, diced
- 2 cloves of garlic, minced
- 2 teaspoons paprika
- ½ teaspoon turmeric
- ½ teaspoon kosher salt
- ¼ teaspoon black pepper
- 2 tablespoons olive oil
- 1 celery stalk, chopped
- 1 onion, chopped
- 4 carrot quarters
- ¼ cup orange juice
- ½ cup water
- 2 medium potatoes, cubed
- 1 teaspoon paprika
- ¼ teaspoon turmeric
- Pinch of kosher salt
- Pinch of black pepper
- 2 tablespoons olive oil

Instructions:
1. In a large bowl, mix together the diced chicken, garlic, paprika, turmeric, kosher salt and black pepper.
2. Heat the olive oil in a large saucepan over medium heat.
3. Add the chicken mixture to the saucepan and cook for about 7 minutes, stirring occasionally.
4. Add the celery, onion, carrots, orange juice, and water. Stir to combine.
5. Bring to a simmer, reduce the heat to low, and cover. Cook for 15-20 minutes until the vegetables are tender.
6. Add the potatoes and cook for an additional 10-15 minutes until they are cooked through.
7. Mix in the paprika, turmeric, kosher salt, black pepper, and olive oil. Stir to combine.
8. Serve hot and enjoy!"
"[""sugar"", ""brown sugar"", ""shortening"", ""eggs"", ""vanilla"", ""peanut butter"", ""flour"", ""soda"", ""oatmeal"", ""pecans""]","Peanut Butter Chocolate Chip Oatmeal Cookies 

Ingredients: 
- 1/2 cup brown sugar 
- 1/2 cup sugar 
- 1/2 cup shortening 
- 2 eggs 
- 1 teaspoon vanilla 
- 1 cup peanut butter 
- 2 cups all-purpose flour 
- 1 teaspoon baking soda 
- 1 teaspoon salt 
- 3 cups oatmeal 
- 2 cups chopped pecans 
- 1 cup semi-sweet chocolate chips 

Instructions: 
1. Preheat oven to 375 degrees F. 
2. In a large bowl, cream together the brown sugar, sugar and shortening until light and fluffy. Add eggs one at a time, mixing well after each addition. Beat in the vanilla and peanut butter until incorporated. 
3. In a separate bowl, stir together the flour, baking soda and salt. Gradually add the dry ingredients to the creamed mixture and mix until combined. Stir in the oatmeal, pecans and chocolate chips. 
4. Drop by heaping teaspoonfuls onto ungreased cookie sheets. Bake for 8-10 minutes or until golden brown. Allow cookies to cool on cookie sheets for a few minutes before transferring to a wire rack to cool completely. Enjoy!"
"[""mayonnaise"", ""olive oil"", ""sour cream"", ""wine vinegar"", ""lime juice""]","MAYONNAISE-OLIVE OIL DRESSING
Ingredients: 
- 2/3 cup mayonnaise
- 1/4 cup olive oil
- 3 tablespoons sour cream
- 1 tablespoon wine vinegar
- 1 teaspoon lime juice

Instructions:
1. In a medium bowl, mix together the mayonnaise and olive oil until fully combined.
2. Add in the sour cream, wine vinegar, and lime juice and mix until all of the ingredients are evenly incorporated.
3. Use the dressing on your favorite salads or spread it on sandwiches and wraps. Enjoy!"
"[""fresh fruit"", ""flour"", ""sugar"", ""milk"", ""butter""]","Fresh Fruit Crumble

Ingredients: 
- 2 cups fresh fruit of your choice
- 1 cup all-purpose flour
- 1/2 cup brown sugar
- 1/4 cup melted butter
- 2 tablespoons milk

Instructions:
1. Preheat oven to 375°F.
2. Place the fresh fruit in an 8x8 inch baking pan.
3. In a medium bowl, mix the flour, sugar and butter together until crumbly.
4. Sprinkle the crumble mixture over the top of the fruit and lightly press it into the fruit.
5. Drizzle the milk over the top and bake for 25 minutes or until golden brown.
6. Serve warm with ice cream or whipped cream. Enjoy!"
"[""graham cracker crumbs"", ""sugar"", ""butter"", ""cream cheese"", ""sugar"", ""milk"", ""chocolate flavor"", ""milk""]","Chocolate Cream Cheese Graham Cracker Crumb Cake

Ingredients:
* 2 cups graham cracker crumbs
* ¾ cup sugar
* ½ cup butter, melted
* 8 ounces cream cheese, softened
* ¼ cup sugar
* 1 teaspoon vanilla extract
* 2 eggs
* 1 tablespoon all-purpose flour
* ½ cup chocolate flavor syrup
* ¼ cup milk

Directions:
1. Preheat oven to 350°F. Grease an 8-inch springform pan and set aside.
2. In a medium bowl, combine the graham cracker crumbs, ¾ cup of sugar, and melted butter. Mix until crumbs are evenly moistened. Press the mixture into the bottom of the prepared pan.
3. In a large bowl, beat cream cheese, ¼ cup of sugar, and vanilla extract until smooth. Add the eggs one at a time, mixing after each addition. Beat in the flour until just combined. Pour over crust.
4. Bake for 30 minutes, or until center is almost set. Let cool in the pan on a wire rack. 
5. In a small saucepan, heat the chocolate flavor syrup and milk over medium heat until warm. Pour over cooled cake. Refrigerate until set before serving. Enjoy!"
"[""VINAIGRETTE"", ""pear juice"", ""white wine vinegar"", ""mustard"", ""salt"", ""pepper"", ""olive oil"", ""SALAD"", ""red onion"", ""almonds""]","Vinaigrette Pear Salad
Ingredients: 
- 1/4 cup pear juice
- 2 tablespoons white wine vinegar
- 2 teaspoons mustard
- salt and pepper to taste
- 1/4 cup olive oil
- 2 cups chopped lettuce
- 1/4 cup diced red onion
- 2 tablespoons almonds

Instructions:
1. In a jar with a lid, combine pear juice, white wine vinegar, mustard, salt, and pepper. 
2. Place the lid on the jar and shake until all ingredients are combined.
3. While continuing to shake, slowly add in the olive oil until it is fully incorporated into the mixture. 
4. In a large bowl, combine the lettuce, red onion and almonds.
5. Pour the vinaigrette over the salad and toss everything together.
6. Serve immediately."
"[""digestive biscuits"", ""butter"", ""Nutella"", ""hazelnuts"", ""sugar""]","Digestive Biscuits and Nutella Butter Toast

Ingredients:

- 2 Digestive Biscuits
- 2 tablespoons of Nutella
- 1 tablespoon of butter
- 2 tablespoons of hazelnuts, chopped
- 1 teaspoon of sugar

Instructions:

1. Preheat a toaster or an oven to 350°F (175°C)

2. Spread the nutella over the two digestive biscuits.

3. Heat the butter in a small pan over medium heat. When the butter has melted, add the chopped hazelnuts and stir for 3 minutes until the hazelnuts are lightly toasted.

4. Remove the pan from heat and stir in the teaspoon of sugar until it is fully dissolved.

5. Place the two digestive biscuits with the nutella side facing up into the preheated oven or toaster and toast for 5 minutes.

6. Remove the biscuits from the oven and top each one with the remaining hazelnut and sugar mixture. Enjoy your tasty toast!"
